"EID","TYPECODE","FBDATE","SXENDDATE"
"s98931","81326062","2015年06月",""
"s227827","1814963","2015年06月",""
"s70399","1385802","2015年04月",""
"s70399","97933906","2015年04月",""
"s274147","2261537","2015年08月",""
"s274147","2342011","2015年08月",""
"s274147","103425044","2015年08月",""
"s274147","105609164","2015年08月",""
"s85946","722636","2014年11月",""
"s85946","79556360","2014年11月",""
"s236860","983152","2015年01月",""
"s236860","983129","2015年01月",""
"s236860","91893581","2015年01月",""
"s236860","92415638","2015年01月",""
"s197503","1036257","2015年01月",""
"s197503","66048860","2015年01月",""
"s441234","2184760","2015年08月",""
"s441234","2184759","2015年08月",""
"s441234","104114660","2015年08月",""
"s54396","585586","2014年10月",""
"s54396","85982660","2014年10月",""
"s268616","1121164","2015年01月",""
"s28108","580918","2014年10月",""
"s28108","38369340","2014年10月",""
"s167354","851371","2014年12月",""
"s240695","1761075","2015年06月",""
"s240695","91715075","2015年06月",""
"s261320","2110343","2015年07月",""
"s261320","2210702","2015年08月",""
"s261320","97925914","2015年08月",""
"s261320","103042525","2015年07月",""
"s384594","172940","2014年06月",""
"s499772","783489","2014年12月",""
"s283819","1838033","2015年06月",""
"s283819","97964133","2015年06月",""
"s67730","3867","2013年10月",""
"s67730","66081494","2013年10月",""
"s389572","1445997","2015年04月",""
"s389572","61868867","2015年04月",""
"s171380","209340","2014年07月",""
"s171380","60418272","2014年07月",""
"s419573","171100","2014年06月",""
"s419573","80626757","2014年06月",""
"s166747","218019","2014年07月",""
"s166747","60487539","2014年07月",""
"s245099","1666797","2015年05月",""
"s315179","1202480","2015年02月",""
"s315179","96484610","2015年02月",""
"s466678","183522","2014年06月",""
"s137547","1269443","2015年03月",""
"s137547","66069676","2015年03月",""
"s321751","1517952","2015年04月",""
"s321751","92709109","2015年04月",""
"s479462","1202212","2015年02月",""
"s479462","61995231","2015年02月",""
"s203519","1091164","2015年01月",""
"s203519","66077473","2015年01月",""
"s519941","1495463","2015年04月",""
"s463343","1354290","2015年03月",""
"s41645","216968","2014年08月",""
"s262568","224886","2014年07月",""
"s262568","227750","2014年08月",""
"s262568","217101","2014年08月",""
"s262568","20615","2013年10月",""
"s262568","23036352","2014年08月",""
"s262568","23045302","2014年07月",""
"s245440","1814085","2015年06月",""
"s245440","101654994","2015年06月",""
"s317117","1287408","2015年03月",""
"s317117","97188714","2015年03月",""
"s266254","1498397","2015年04月",""
"s266254","33905806","2015年04月",""
"s320364","1463367","2015年04月",""
"s320364","98100973","2015年04月",""
"s269232","1853485","2015年06月",""
"s126926","2057879","2015年07月",""
"s32626","173714","2014年06月","2015-07"
"s55509","240333","2014年08月",""
"s55509","83469591","2014年08月",""
"s328980","1249278","2015年03月",""
"s2529","1698846","2015年05月",""
"s2529","25939484","2015年05月",""
"s295436","1907679","2015年07月",""
"s295436","96486064","2015年07月",""
"s242232","1573210","2015年05月",""
"s242232","93701980","2015年05月",""
"s386639","216544","2014年07月",""
"s386639","61415015","2014年07月",""
"s506213","1259185","2015年03月",""
"s506213","1118216","2015年03月",""
"s506213","1850580","2015年06月",""
"s506213","35204294","2015年03月",""
"s506213","66081009","2015年03月",""
"s506213","102982118","2015年06月",""
"s342673","1254489","2015年03月",""
"s342673","66048181","2015年03月",""
"s460557","20619","2013年10月",""
"s460557","42530516","2013年10月",""
"s110650","1684077","2015年06月",""
"s110650","99270165","2015年06月",""
"s143301","653323","2014年11月",""
"s143301","73391556","2014年11月",""
"s469790","907431","2014年12月",""
"s469790","907445","2014年12月",""
"s469790","700661436","2014年12月",""
"s469790","38530640","2014年12月",""
"s167263","24631","2013年10月",""
"s517671","911559","2014年12月",""
"s517671","1045617","2015年01月",""
"s517671","1045490","2015年01月",""
"s517671","1045518","2015年01月",""
"s517671","1045608","2015年01月",""
"s517671","1045469","2015年01月",""
"s517671","1045556","2015年01月",""
"s517671","1045513","2015年01月",""
"s517671","1045523","2015年01月",""
"s517671","65992130","2015年01月",""
"s517671","65987197","2015年01月",""
"s517671","65999859","2015年01月",""
"s517671","65990829","2015年01月",""
"s517671","65988712","2015年01月",""
"s517671","65993526","2015年01月",""
"s517671","65996282","2015年01月",""
"s517671","65992629","2015年01月",""
"s517671","66016771","2014年12月",""
"s523694","252910","2014年08月",""
"s32630","243724","2014年08月",""
"s32630","66086783","2014年08月",""
"s25991","1908039","2015年06月",""
"s170773","1064058","2015年03月",""
"s318169","1270136","2015年03月",""
"s318169","66051138","2015年03月",""
"s367015","1920320","2015年06月",""
"s367015","101821248","2015年06月",""
"s221502","932617","2014年12月",""
"s221502","24417848","2014年12月",""
"s285784","1818924","2015年06月",""
"s285784","99269888","2015年06月",""
"s48575","475880","2014年09月",""
"s48575","2274568","2015年08月",""
"s48575","105608498","2015年08月",""
"s48575","83518698","2014年09月",""
"s280851","2320546","2015年08月",""
"s280851","2320562","2015年08月",""
"s399685","1053203","2015年03月",""
"s475617","1284572","2015年03月",""
"s475617","96493026","2015年03月",""
"s170829","220216","2014年08月",""
"s431469","1581782","2015年05月",""
"s431469","10468302","2015年05月",""
"s388817","180801","2014年06月",""
"s388817","65979520","2014年06月",""
"s203267","1638303","2015年05月",""
"s203267","60255678","2015年05月",""
"s31569","499722","2014年09月",""
"s31569","81323262","2014年09月",""
"s218820","1599835","2015年05月",""
"s218820","101104223","2015年05月",""
"s336943","1723854","2015年06月",""
"s336943","100468777","2015年06月",""
"s204639","1182650","2015年02月",""
"s204639","96494811","2015年02月",""
"s221055","1237457","2015年03月",""
"s221055","83478246","2015年03月",""
"s308616","1253404","2015年03月",""
"s498441","1050508","2015年03月",""
"s498441","65979751","2015年03月",""
"s378547","218370","2014年08月",""
"s378547","211755","2014年07月",""
"s378547","224575","2014年08月",""
"s378547","32624078","2014年07月",""
"s378547","20862589","2014年08月",""
"s378547","60249103","2014年08月",""
"s94115","110832","2014年03月",""
"s94115","62156606","2014年03月",""
"s200498","1246370","2015年03月",""
"s200498","66086807","2015年03月",""
"s45976","1742784","2015年06月",""
"s45976","16185604","2015年06月",""
"s230226","184042","2014年06月",""
"s230226","66066959","2014年06月",""
"s437626","206522","2014年07月",""
"s437626","82140924","2014年07月",""
"s109826","1439268","2015年04月",""
"s109826","93876469","2015年04月",""
"s217828","1362680","2015年03月","2015-07"
"s217828","1362680","2015年03月","2015-07"
"s371417","775113","2014年12月",""
"s32992","983052","2015年03月",""
"s32992","92400588","2015年03月",""
"s372606","1193368","2015年03月",""
"s372606","91748485","2015年03月",""
"s453712","1139649","2015年03月",""
"s453712","91671632","2015年03月",""
"s267822","29703","2013年10月",""
"s267822","44187946","2013年10月",""
"s20285","172986","2014年06月","2015-07"
"s20285","1203969","2015年02月",""
"s135091","210970","2014年07月",""
"s234907","205015","2014年07月",""
"s234907","2071448","2015年07月",""
"s234907","37140286","2014年07月",""
"s272764","173687","2014年06月",""
"s272764","1485676","2015年05月",""
"s272764","96709363","2015年05月",""
"s272764","27141017","2014年06月",""
"s82660","2090847","2015年07月",""
"s82660","104115617","2015年07月",""
"s284729","920569","2015年01月",""
"s284729","91009515","2015年01月",""
"s203102","591581","2014年10月",""
"s203102","591589","2014年10月",""
"s203102","5683","2013年10月",""
"s203102","108575","2014年03月",""
"s203102","83557915","2014年10月",""
"s203102","83557913","2014年10月",""
"s203102","66083918","2014年03月",""
"s34527","272318","2014年08月",""
"s34527","83521369","2014年08月",""
