"EID","BTEID","IFHOME","BTBL","BTYEAR","BTENDYEAR"
"p54204","w104880","1","1","1982",""
"p75712","w104882","0","0.515","2002","2004"
"p162051","w104885","1","0.45","2013",""
"p36365","w104891","1","1","1986",""
"p199798","w104902","1","1","2014",""
"p223490","w104928","1","0.1","1993","2004"
"p79680","w104929","1","1","2013",""
"p228758","w104932","1","0.9","1999","2004"
"p56626","w104941","1","0.334","2005","2008"
"p131792","w104942","1","1","2015",""
"p193181","w104945","1","0.4","1994","2002"
"p24148","w104957","1","0.05","2003",""
"p226829","w104964","1","1","2015",""
"p115105","w104967","1","0.333","1999",""
"p65810","w104980","1","0.2","2011",""
"p225644","w104984","1","1","2004",""
"p98439","w104995","1","1","2015",""
"p62732","w104997","1","0.7","2015",""
"p212058","w105005","1","1","2012",""
"p123571","w105016","1","0.9","1993","2005"
"p66626","w105034","1","0.069","2002",""
"p160777","w105041","0","0.39","2010",""
"p74406","w105048","1","0.4","1995","2003"
"p107167","w105055","1","0.5","2010",""
"p9440","w105058","1","1","2013",""
"p41900","w105060","1","0.51","2003",""
"p196719","w105064","0","1","2002",""
"p99531","w105082","1","1","1997",""
"p136706","w105101","1","0.041","2001",""
"p7103","w105105","0","0.512","2012",""
"p53857","w105111","1","0.2","2008",""
"p41621","w105111","1","0.8","2008",""
"p63912","w105116","1","1","2004",""
"p111229","w105118","1","1","2015",""
"p102611","w105125","1","0.51","2012",""
"p106831","w105133","1","1","2011",""
"p160793","w105134","1","0.51","2008","2009"
"p150186","w105141","1","1","2009",""
"p10133","w105150","1","1","2010",""
"p157787","w105152","0","0.169","2008",""
"p117618","w105154","0","0.1","2001",""
"p220459","w105154","0","0.05","2001",""
"p116939","w105160","1","1","1993","1998"
"p57209","w105179","1","1","1992",""
"p216123","w105181","1","0.9","2012",""
"p158747","w105187","1","0.49","2015",""
"p27938","w105193","1","1","2010",""
"p114360","w105198","1","0.129","2014",""
"p221129","w105199","1","1","2010",""
"p109958","w105204","1","0.01","2015",""
"p97442","w105205","1","0.75","2014",""
"p21133","w105211","1","1","2001",""
"p181245","w105213","1","0.6","2015",""
"p202327","w105227","1","1","1964",""
"p180940","w105230","1","0.2","2006",""
"p18513","w105232","1","0.35","2008",""
"p185180","w105236","0","0.5","2014",""
"p54531","w105237","1","1","2015",""
"p108816","w105240","1","1","2007",""
"p47947","w105246","1","0.1","2014",""
"p78169","w105248","1","0.03","2001",""
"p210779","w105270","1","0.15","2010",""
"p115225","w105279","0","0.2","2001",""
"p122036","w105282","1","0.9","2015",""
"p131619","w105284","1","1","2015",""
"p72209","w105304","1","1","2013",""
"p163263","w105305","0","0.1","2013",""
"p112578","w105309","1","1","2012",""
"p41422","w105312","1","1","2008",""
"p210168","w105333","1","0.4","2014",""
"p168359","w105337","0","0.65","2014",""
"p211449","w105345","1","0.51","2000","2006"
"p174148","w105354","1","0.85","2014",""
"p72791","w105362","1","0.25","2005","2011"
"p1386","w105367","1","0.7","1998",""
"p139253","w105368","0","0.75","2012",""
"p121514","w105375","1","1","2013",""
"p69144","w105380","0","0.024","2015",""
"p106660","w105387","0","1","2014",""
"p114944","w105392","1","1","2012",""
"p118946","w105399","0","0.51","2014",""
"p118067","w105402","1","0.2","2009","2013"
"p110329","w105405","1","0.2","2011",""
"p204771","w105407","1","1","1995","2004"
"p65763","w105412","1","1","2011",""
"p139940","w105416","1","1","2011",""
"p72493","w105427","0","1","2013",""
"p133850","w105428","1","1","2007",""
"p201569","w105437","1","1","2009",""
"p93627","w105443","0","0.25","2007","2011"
"p186796","w105462","0","0.49","2011",""
"p3530","w105472","0","0.086","2012",""
"p111112","w105476","0","1","2009",""
"p111112","w105476","0","1","2009",""
"p147964","w105478","1","0.165","2011",""
"p100234","w105480","1","0.5","1995",""
"p221467","w105481","1","1","2014",""
"p143028","w105483","0","1","2014",""
"p205107","w105490","1","0","2005","2008"
"p214322","w105494","1","0.5","2014",""
"p84425","w105499","1","0.5","1995","2003"
"p55653","w105511","1","0","1995","2014"
"p143162","w105513","1","1","2011",""
"p87040","w105518","1","0.5","2015",""
"p9989","w105519","1","1","2013",""
"p208825","w105529","1","0.333","2000",""
"p106831","w105531","1","0.139","2004",""
"p73779","w105540","1","0.129","2015",""
"p30193","w105541","1","0.45","2010",""
"p7370","w105554","1","1","2009",""
"p171565","w105561","1","0.8","1995","2002"
"p185629","w105565","1","0.99","2015",""
"p22287","w105566","0","0.5","2004","2008"
"p217184","w105573","1","0.5","1993","2007"
"p7683","w105575","1","0.25","2009",""
"p124538","w105593","1","0.9","2011",""
"p27938","w105600","1","1","2008","2008"
"p52213","w105603","1","0.25","2000",""
"p193608","w105608","1","0.3","2015",""
"p22680","w105615","1","0.95","2010",""
"p101967","w105625","1","0.9","2014",""
"p137033","w105629","1","0.105","1991","2011"
"p186336","w105640","1","0.333","1992",""
"p67413","w105641","1","0.15","1992",""
"p101847","w105657","1","1","2011",""
"p63143","w105663","0","0.4","2000","2013"
"p142271","w105670","1","0.5","1992",""
"p224215","w105675","1","0.7","1995","2006"
"p126864","w105680","1","0.1","2014",""
"p17572","w105697","0","0.04","2013",""
"p27426","w105702","1","0.909","2013",""
"p219524","w105725","1","0.008","1997",""
"p211449","w105725","1","0.073","1997",""
"p7599","w105725","1","0.013","1997",""
"p36529","w105725","1","0.074","1997",""
"p19300","w105725","1","0.013","1997",""
"p25749","w105725","1","0","1997",""
"p160780","w105725","1","0.019","1997",""
"p191450","w105736","0","0.8","2012",""
"p61118","w105737","1","0.5","1994","1996"
"p122659","w105746","1","1","2013",""
"p204193","w105748","1","1","2009",""
"p223268","w105750","1","0.1","1996","2001"
"p50210","w105768","1","0.125","1994","2006"
"p186336","w105772","1","0.333","1992","2006"
"p23548","w105787","1","1","1990",""
"p203798","w105789","1","1","1991","1998"
"p214229","w105800","0","0.8","2015",""
"p198167","w105817","1","0.85","2015",""
"p175298","w105819","1","0.462","1999",""
"p228178","w105820","1","1","2009",""
"p134483","w105825","0","0.5","2002",""
"p55747","w105827","0","0.95","2000","2012"
"p97649","w105836","0","1","2011",""
"p79554","w105838","0","1","2010",""
"p111312","w105842","1","0.685","1999",""
"p119256","w105842","1","0.267","1999",""
"p80148","w105847","1","0.7","2013",""
"p11209","w105850","0","0.5","2015",""
"p49303","w105855","1","0.135","2012",""
"p228265","w105855","1","0.135","2012",""
"p171868","w105858","1","0.2","2014",""
"p104240","w105859","1","1","2014",""
"p79436","w105868","1","1","2003","2005"
"p4937","w105884","1","0.3","2007","2011"
"p225477","w105894","1","0.125","2014",""
"p40856","w105897","1","1","2000","2011"
"p67568","w105905","1","0.667","1995","1998"
"p33992","w105906","1","1","2015",""
"p186796","w105921","1","0.141","2012",""
"p215235","w105921","1","0.001","2012",""
"p62477","w105934","1","0.333","1999",""
"p104692","w105937","1","0.99","1993",""
"p114377","w105946","1","1","2011",""
"p167443","w105947","0","1","2005","2012"
"p94989","w105948","1","0.9","2001","2010"
"p163908","w105949","1","1","2014",""
"p223521","w105951","0","0.076","2011",""
"p203524","w105954","1","1","2014",""
"p92706","w105955","1","0.51","2009",""
"p133380","w105963","1","1","2006",""
"p150792","w105964","1","1","2015",""
"p46163","w105974","0","0.02","2015",""
"p125860","w105975","1","0.118","1996",""
"p56487","w105986","1","1","2012",""
"p156031","w105988","0","0.333","1995","2000"
"p142283","w105990","1","0.21","1997",""
"p63049","w106000","1","0.6","2015",""
"p80710","w106018","1","0.333","2003","2014"
"p21133","w106019","1","1","2001",""
"p140846","w106024","1","0.05","2007",""
"p38814","w106032","0","1","2015",""
"p71785","w106035","1","0.003","2007",""
"p223310","w106035","1","0.003","2007",""
"p845","w106035","1","0.081","2007",""
"p172264","w106036","1","0.57","1993",""
"p79203","w106038","1","1","2000",""
"p93405","w106039","1","1","2013",""
"p158511","w106045","1","1","2000",""
"p165534","w106055","1","1","2000","2011"
"p142713","w106062","1","0.9","2014",""
"p212563","w106064","0","0.026","2006",""
"p106831","w106065","1","1","2000",""
"p29932","w106085","1","0.9","2006",""
"p133687","w106087","1","1","2009",""
"p125748","w106097","0","0.1","1991","2006"
"p81654","w106098","1","1","2009",""
"p48543","w106100","1","0.3","2014",""
"p165962","w106103","1","0.7","2013",""
"p67793","w106108","1","0.8","2014",""
"p41258","w106120","1","0.1","2010",""
"p119697","w106129","1","0.05","2004","2014"
"p177798","w106133","1","1","2000",""
"p87040","w106139","1","0.5","2015",""
"p40216","w106162","1","0.2","2015",""
"p228441","w106163","1","1","2015",""
"p119177","w106165","1","0.65","2013",""
"p87472","w106168","1","1","1993","2001"
"p112616","w106171","1","1","2006",""
"p228858","w106172","0","0.056","1998",""
"p134696","w106172","0","0.056","1998",""
"p41422","w106183","1","1","2009",""
"p97164","w106187","1","1","2015",""
"p177368","w106188","1","1","1997",""
"p46163","w106189","0","0.012","2015",""
"p177798","w106196","1","1","2015",""
"p48672","w106202","1","1","2006",""
"p133850","w106204","1","1","2011",""
"p172022","w106212","1","1","2014",""
"p158511","w106216","1","1","2013",""
"p73173","w106232","1","0.066","2009",""
"p139940","w106241","1","1","2009",""
"p54939","w106245","1","0.2","2010",""
"p55129","w106253","1","0.4","2013",""
"p152188","w106254","1","0.24","2011",""
"p171927","w106256","1","0.333","1995","2007"
"p223521","w106264","0","0.005","2015",""
"p44855","w106264","0","0.064","2015",""
"p138784","w106266","0","0.2","2008",""
"p63049","w106272","1","1","2014",""
"p172836","w106281","1","1","1999","2002"
"p131294","w106282","1","0","2008",""
"p19482","w106286","1","0.167","2011",""
"p94220","w106296","0","0.333","2015",""
"p163162","w106297","0","0.069","2014",""
"p67635","w106305","0","1","2000",""
"p13139","w106311","0","0.51","2014",""
"p202239","w106317","1","0.2","1978",""
"p140277","w106318","1","1","2013",""
"p134647","w106322","1","1","2014",""
"p223716","w106323","1","1","2005",""
"p155085","w106325","1","0.98","1997","1997"
"p132116","w106334","0","1","2008",""
"p198446","w106338","0","0.056","2001",""
"p50157","w106343","1","1","2013",""
"p3307","w106344","1","1","1996",""
"p33658","w106349","1","1","2006","2008"
"p33658","w106349","1","1","2006","2008"
"p139940","w106360","1","1","2007",""
"p180699","w106364","0","0.6","2006",""
"p144591","w106366","1","0.4","2014",""
"p22556","w106374","1","0.167","2015",""
"p155047","w106375","1","0.167","2014",""
"p54909","w106377","1","0.6","2004",""
"p169288","w106385","0","0.6","2005",""
"p155155","w106386","0","0.018","2013",""
"p157837","w106388","1","0.6","2015",""
"p7499","w106395","0","1","2009","2013"
"p79554","w106400","0","1","2007",""
"p79436","w106409","1","1","2003","2005"
"p69346","w106413","1","0.2","1985","2001"
"p204538","w106417","1","0.471","2013",""
"p86881","w106431","1","0.5","2015",""
"p192669","w106433","1","0.333","2000","2011"
"p111102","w106436","1","1","1990","1999"
"p94578","w106439","1","0.81","1997",""
"p95934","w106455","1","0","1999",""
"p209365","w106460","0","1","2010",""
"p150256","w106465","1","0.51","2014","2015"
"p33399","w106467","0","0.021","2008",""
"p209365","w106483","0","1","2008",""
"p192466","w106487","1","1","2001",""
"p71791","w106491","0","1","2015",""
"p114353","w106499","0","0.1","2004",""
"p114972","w106500","1","1","2011",""
"p86735","w106511","1","0.333","1999",""
"p14908","w106512","1","0.9","1996","2015"
"p47233","w106517","1","0.5","1996","2007"
"p46808","w106544","1","0.616","2001",""
"p181857","w106544","1","0.116","2001",""
"p219232","w106549","0","0.016","1997",""
"p166881","w106557","1","0.1","2010",""
"p126804","w106559","1","1","2004",""
"p137312","w106566","1","1","2014",""
"p158372","w106569","0","0.5","2012",""
"p71711","w106578","1","0.49","2005",""
"p3920","w106585","0","0","2009",""
"p204065","w106591","1","0.99","2013",""
"p47718","w106598","1","0.164","2014",""
"p56018","w106601","1","1","2012",""
"p196570","w106609","0","0","1994","2000"
"p74881","w106611","1","0.5","2010","2014"
"p56751","w106618","1","0.5","1994","1999"
"p57312","w106620","1","0.51","2015",""
"p80710","w106629","1","0.333","1997","2012"
"p123599","w106633","1","1","2012",""
"p109976","w106634","1","1","2013",""
"p203524","w106651","1","1","2014",""
"p84778","w106654","1","0.5","2009",""
"p106693","w106655","1","0.49","2006",""
"p172162","w106660","0","0.01","2014",""
"p214423","w106664","1","1","2013",""
"p139940","w106668","1","1","2011",""
"p53499","w106676","1","0.1","2009",""
"p221681","w106677","1","0.9","2014",""
"p6837","w106678","1","0.5","2007",""
"p100904","w106681","1","0.91","2000",""
"p5991","w106682","0","0.333","2008",""
"p73646","w106685","1","0.6","1996",""
"p227501","w106697","1","0.01","2014",""
"p77657","w106707","1","0.923","2002",""
"p151545","w106717","1","1","2003",""
"p139940","w106734","1","1","2009",""
"p85465","w106735","1","1","2010",""
"p131185","w106743","1","0.3","1997",""
"p186451","w106751","1","1","2005",""
"p146991","w106752","1","0.333","1988",""
"p146991","w106752","1","0.333","1988",""
"p184335","w106754","1","0.5","1993","2004"
"p197335","w106755","1","1","2009",""
"p85806","w106763","0","0.673","2015",""
"p118005","w106764","1","0.5","1993","2006"
"p32687","w106769","0","1","2014",""
"p18894","w106781","1","0.5","1998","2000"
"p128900","w106789","1","1","2010",""
"p95198","w106805","1","0.8","1995",""
"p112578","w106810","1","1","2012",""
"p158155","w106816","1","1","2015",""
"p111979","w106821","1","1","2014",""
"p173615","w106824","1","1","2014",""
"p29100","w106846","1","0","1997",""
"p220452","w106852","0","1","2012",""
"p30637","w106853","1","0.49","1997",""
"p52586","w106859","1","1","2012",""
"p203285","w106860","1","0.6","1996","2001"
"p92696","w106864","1","1","2011",""
"p177120","w106886","1","0.7","2012",""
"p128935","w106897","1","0.221","2006","2011"
"p81943","w106898","1","0.009","2006",""
"p97311","w106905","1","1","2010",""
"p185261","w106919","1","0.333","1994",""
"p46808","w106923","1","0.916","2001",""
"p129962","w106925","1","0.7","2015",""
"p35042","w106927","1","0.545","2010",""
"p218311","w106934","1","0.188","2006",""
"p17572","w106936","1","0.7","2004",""
"p229087","w106938","1","0.5","1993","1997"
"p10660","w106939","1","0.5","2015",""
"p63468","w106939","1","0.5","2015",""
"p71779","w106942","0","1","2006",""
"p125748","w106946","0","0.1","1998",""
"p182020","w106950","1","1","2014",""
"p91510","w106981","1","1","2013","2013"
"p196142","w106993","1","1","1994","2012"
"p33953","w106998","0","0.01","2015",""
"p44533","w107025","1","1","2006",""
"p133687","w107026","1","1","2011",""
"p226686","w107029","1","0.059","2015",""
"p36405","w107031","0","0.037","2002",""
"p121490","w107037","1","0.1","2001",""
"p166385","w107044","0","1","2014",""
"p97411","w107049","0","0.6","2015",""
"p227549","w107055","1","0.6","2009",""
"p61746","w107071","1","0.8","2013",""
"p132791","w107074","1","0.2","2010",""
"p84337","w107080","1","0.167","2015",""
"p48276","w107086","1","0.55","2000","2013"
"p158511","w107087","0","1","2013",""
"p150256","w107090","1","0.51","2014","2015"
"p139747","w107101","1","1","2010",""
"p38926","w107105","1","1","2013",""
"p60917","w107113","1","0.3","2000",""
"p108317","w107121","1","0.5","2011","2013"
"p172146","w107123","1","0.333","2012",""
"p93255","w107127","1","0.6","2013",""
"p222419","w107128","0","0.5","2007","2011"
"p146991","w107132","1","1","1987",""
"p104779","w107139","1","1","2007",""
"p86534","w107143","1","0.1","1996","2013"
"p5372","w107144","1","0.4","2003",""
"p171933","w107148","1","0.01","2009",""
"p132845","w107150","0","0.006","2008",""
"p57173","w107153","1","0.3","2003",""
"p164243","w107160","1","0.167","2005",""
"p134647","w107163","1","0.45","2003","2013"
"p149066","w107173","1","0.51","2013",""
"p194964","w107182","1","0.2","2014",""
"p54169","w107186","0","0.5","1995","2003"
"p220088","w107191","1","0.5","2015",""
"p229426","w107193","1","0.583","2015",""
"p190220","w107195","1","0.7","1998",""
"p113677","w107203","1","0.2","2007",""
"p181909","w107205","1","0.05","2014",""
"p125585","w107209","0","1","2002",""
"p117618","w107213","0","0.037","1998",""
"p34136","w107226","1","1","2012",""
"p108625","w107231","1","0.519","2013",""
"p49281","w107234","1","0.5","2014",""
"p52586","w107238","1","1","2012",""
"p77881","w107291","1","1","2002",""
"p73552","w107292","0","1","2011",""
"p17572","w107300","1","0.195","2005",""
"p224041","w107302","1","0.3","2015",""
