EID,ADDTYPE,BEGINDATE,EXPIRYDATE
s202617,1,2014年2月,2019年2月
s2028,1,2015年5月,2020年5月
s202912,1,2008年2月,2013年2月
s202912,1,2014年2月,2019年2月
s2030,1,2014年2月,2019年2月
s203035,1,2010年2月,2015年2月
s203213,1,2013年5月,2018年5月
s203221,1,2009年5月,2014年5月
s203221,1,2015年2月,2020年2月
s203451,1,2015年5月,2020年5月
s203512,1,2009年5月,2014年5月
s203512,1,2012年5月,2017年5月
s203518,1,2012年5月,2017年5月
s203661,1,2014年2月,2019年2月
s203796,1,2014年2月,2019年2月
s20398,1,2015年5月,2020年5月
s204049,1,2008年11月,2013年11月
s204088,1,2008年5月,2013年5月
s20413,1,2014年2月,2019年2月
s204130,1,2011年2月,2016年2月
s204205,1,2009年11月,2014年11月
s204205,1,2015年2月,2020年2月
s204358,1,2012年5月,2017年5月
s204369,1,2011年2月,2016年2月
s20456,1,2009年11月,2014年11月
s204681,1,2011年2月,2016年2月
s204840,1,2008年2月,2013年2月
s205004,1,2009年11月,2014年11月
s205004,1,2015年5月,2020年5月
s205421,1,2010年5月,2015年5月
s205576,1,2011年2月,2016年2月
s205576,1,2015年2月,2020年2月
s205702,1,2015年5月,2020年5月
s206312,1,2015年5月,2020年5月
s206363,1,2011年2月,2016年2月
s206437,1,2013年5月,2018年5月
s206963,1,2010年5月,2015年5月
s207209,1,2010年5月,2015年5月
s207220,1,2014年2月,2019年2月
s207232,1,2011年2月,2016年2月
s207341,1,2009年11月,2014年11月
s207341,1,2015年2月,2020年2月
s207544,1,2010年2月,2015年2月
s207800,1,2013年2月,2018年2月
s207824,1,2010年5月,2015年5月
s207887,1,2011年2月,2016年2月
s208047,1,2011年2月,2016年2月
s208158,1,2015年5月,2020年5月
s208274,1,2010年5月,2015年5月
s208279,1,2011年2月,2016年2月
s208296,1,2008年8月,2013年8月
s208296,1,2014年2月,2019年2月
s208597,1,2012年2月,2017年2月
s208880,1,2008年8月,2013年8月
s208880,1,2014年2月,2019年2月
s208881,1,2010年2月,2015年2月
s208884,1,2008年2月,2013年2月
s208884,1,2014年2月,2019年2月
s20897,1,2009年11月,2014年11月
s20897,1,2015年5月,2020年5月
s208991,1,2008年11月,2013年11月
s208991,1,2014年2月,2019年2月
s20911,1,2008年2月,2013年2月
s209112,1,2009年11月,2014年11月
s20921,1,2008年11月,2013年11月
s20921,1,2012年2月,2017年2月
s209304,1,2009年11月,2014年11月
s209394,1,2010年5月,2013年8月
s209407,1,2015年2月,2020年2月
s209606,1,2013年2月,2018年2月
s209907,1,2008年8月,2013年8月
s209907,1,2014年2月,2019年2月
s209911,1,2014年2月,2019年2月
s210333,1,2008年11月,2013年11月
s210333,1,2014年2月,2019年2月
s21034,1,2015年5月,2020年5月
s210340,1,2010年2月,2015年2月
s21036,1,2015年5月,2020年5月
s210462,1,2008年8月,2013年8月
s210462,1,2014年2月,2019年2月
s210540,1,2015年2月,2020年2月
s210735,1,2015年5月,2020年5月
s210825,1,2012年5月,2017年5月
s21094,1,2009年5月,2014年5月
s21094,1,2015年5月,2020年5月
s210948,1,2012年2月,2017年2月
s211058,1,2015年5月,2020年5月
s211119,1,2015年2月,2020年2月
s211135,1,2015年5月,2020年5月
s211281,1,2008年8月,2013年8月
s211541,1,2013年5月,2018年5月
s211661,1,2011年2月,2016年2月
s211682,1,2009年11月,2014年11月
s21206,1,2010年5月,2015年5月
s212313,1,2008年2月,2013年2月
s212313,1,2014年2月,2019年2月
s212774,1,2015年5月,2020年5月
s212790,1,2014年2月,2019年2月
s213274,1,2014年2月,2019年2月
s213716,1,2014年2月,2019年2月
s213826,1,2013年5月,2018年5月
s213957,1,2013年5月,2018年5月
s214210,1,2008年2月,2013年2月
s214428,1,2013年5月,2018年5月
s214517,1,2009年11月,2014年11月
s214703,1,2014年2月,2019年2月
s214819,1,2009年11月,2014年11月
s215092,1,2009年8月,2014年8月
s215103,1,2009年11月,2014年11月
s215351,1,2009年11月,2014年11月
s215351,1,2015年5月,2020年5月
s215359,1,2013年5月,2018年5月
s21537,1,2014年2月,2019年2月
s21549,1,2015年5月,2020年5月
s215584,1,2013年2月,2018年2月
s215815,1,2015年5月,2020年5月
s216030,1,2012年2月,2017年2月
s216070,1,2009年11月,2014年11月
s216262,1,2008年2月,2013年2月
s216262,1,2014年2月,2019年2月
s216409,1,2014年2月,2019年2月
s216520,1,2008年5月,2013年5月
s216961,1,2009年8月,2014年8月
s216961,1,2015年5月,2020年5月
s216964,1,2011年2月,2016年2月
s21717,1,2014年2月,2019年2月
s217195,1,2015年2月,2020年2月
s217219,1,2015年5月,2020年5月
s217527,1,2012年2月,2017年2月
s217540,1,2014年2月,2019年2月
s217639,1,2008年2月,2013年2月
s217639,1,2014年2月,2019年2月
s217680,1,2008年8月,2013年8月
s217688,1,2009年11月,2014年11月
s21783,1,2011年5月,2016年5月
s218209,1,2010年2月,2015年2月
s218261,1,2015年5月,2020年5月
s218409,1,2012年2月,2017年2月
s218448,1,2014年2月,2019年2月
s218606,1,2012年2月,2017年2月
s218634,1,2015年5月,2020年5月
s218782,1,2008年2月,2013年2月
s218782,1,2014年2月,2019年2月
s219079,1,2013年5月,2018年5月
s219382,1,2014年2月,2019年2月
s219732,1,2013年5月,2018年5月
s21981,1,2013年5月,2018年5月
s219904,1,2012年5月,2017年5月
s22,1,2010年5月,2015年5月
s22,1,2013年2月,2018年2月
s220258,1,2008年2月,2013年2月
s220258,1,2014年2月,2019年2月
s220434,1,2009年11月,2014年11月
s220434,1,2015年5月,2020年5月
s220546,1,2010年5月,2015年5月
s220553,1,2014年2月,2019年2月
s22059,1,2008年5月,2013年5月
s22059,1,2014年2月,2019年2月
s220625,1,2008年5月,2013年5月
s220625,1,2014年2月,2019年2月
s220670,1,2011年2月,2016年2月
s220703,1,2010年5月,2015年5月
s221087,1,2013年5月,2018年5月
s221202,1,2012年2月,2017年2月
s221212,1,2015年5月,2020年5月
s22126,1,2009年5月,2014年5月
s22126,1,2015年2月,2020年2月
s22130,1,2015年5月,2020年5月
s221308,1,2011年2月,2016年2月
s221357,1,2010年2月,2015年2月
s221472,1,2015年5月,2020年5月
s221515,1,2008年8月,2013年8月
s221654,1,2015年5月,2020年5月
s221788,1,2009年11月,2017年2月
s221823,1,2014年2月,2019年2月
s221825,1,2008年8月,2013年8月
s221825,1,2014年2月,2019年2月
s221902,1,2015年2月,2020年2月
s222115,1,2008年8月,2013年8月
s222115,1,2012年2月,2017年2月
s222276,1,2015年5月,2020年5月
s222361,1,2014年2月,2019年2月
s222394,1,2013年5月,2018年5月
s222524,1,2008年8月,2013年8月
s222524,1,2014年2月,2019年2月
s222540,1,2011年2月,2016年2月
s222630,1,2015年5月,2020年5月
s222784,1,2015年5月,2020年5月
s222798,1,2008年5月,2013年5月
s222798,1,2014年2月,2019年2月
s222910,1,2012年2月,2017年2月
s222949,1,2015年5月,2020年5月
s223020,1,2013年5月,2018年5月
s223247,1,2013年5月,2018年5月
s223330,1,2008年2月,2013年2月
s223370,1,2009年5月,2014年5月
s223370,1,2015年5月,2020年5月
s223571,1,2010年5月,2015年5月
s223592,1,2013年5月,2018年5月
s223632,1,2013年2月,2018年2月
s223798,1,2015年5月,2020年5月
s22390,1,2010年5月,2015年5月
s223978,1,2012年5月,2017年5月
s224333,1,2008年5月,2013年5月
s224333,1,2014年2月,2019年2月
s224338,1,2010年5月,2015年5月
s224338,1,2011年2月,2016年2月
s224371,1,2015年5月,2020年5月
s224447,1,2013年5月,2018年5月
s224586,1,2010年2月,2015年2月
s224611,1,2008年2月,2013年2月
s224611,1,2014年2月,2019年2月
s22480,1,2009年11月,2014年11月
s22480,1,2015年5月,2020年5月
s2250,1,2008年8月,2013年8月
s2250,1,2014年2月,2019年2月
s225067,1,2009年11月,2014年11月
s225067,1,2015年5月,2020年5月
s225080,1,2011年2月,2016年2月
s225105,1,2015年2月,2020年2月
s22519,1,2012年5月,2017年5月
s225463,1,2015年5月,2020年5月
s226051,1,2015年5月,2020年5月
s226137,1,2013年5月,2018年5月
s226144,1,2009年8月,2014年8月
s226144,1,2015年2月,2020年2月
s226326,1,2008年5月,2013年5月
s226326,1,2015年5月,2020年5月
s226938,1,2008年11月,2013年11月
s226938,1,2014年2月,2019年2月
s226943,1,2015年5月,2020年5月
s227057,1,2015年5月,2020年5月
s227654,1,2011年2月,2016年2月
s227712,1,2012年5月,2017年5月
s227904,1,2009年11月,2014年11月
s227904,1,2015年5月,2020年5月
s227909,1,2009年5月,2014年5月
s227909,1,2015年2月,2020年2月
s228153,1,2013年5月,2018年5月
s228221,1,2015年5月,2020年5月
s228231,1,2015年5月,2020年5月
s228357,1,2008年8月,2013年8月
s228357,1,2014年2月,2019年2月
s228377,1,2011年2月,2016年2月
s228541,1,2012年5月,2017年5月
s228632,1,2011年2月,2016年2月
s228725,1,2008年8月,2013年8月
s228725,1,2014年2月,2019年2月
s228758,1,2009年8月,2014年8月
s228758,1,2015年5月,2020年5月
s228903,1,2009年11月,2014年11月
s228903,1,2015年5月,2020年5月
s229014,1,2014年2月,2019年2月
s229045,1,2012年5月,2017年5月
s229048,1,2009年5月,2014年5月
s229048,1,2015年5月,2020年5月
s229582,1,2010年5月,2015年5月
s229671,1,2014年5月,2019年5月
s229882,1,2009年11月,2014年11月
s229882,1,2015年5月,2020年5月
s230353,1,2011年2月,2016年2月
s230441,1,2012年5月,2017年5月
s230466,1,2010年5月,2015年5月
s230482,1,2015年5月,2020年5月
s230680,1,2015年5月,2020年5月
s230754,1,2011年2月,2016年2月
s230846,1,2015年5月,2020年5月
s230934,1,2008年5月,2013年5月
s230934,1,2014年2月,2019年2月
s230984,1,2012年5月,2017年5月
s231011,1,2014年2月,2019年2月
s231084,1,2014年2月,2019年2月
s231214,1,2009年11月,2014年11月
s231261,1,2009年11月,2014年11月
s231261,1,2015年2月,2020年2月
s231338,1,2009年11月,2014年11月
s231989,1,2008年2月,2013年2月
s231989,1,2014年2月,2019年2月
s232,1,2010年5月,2015年5月
s232,1,2014年2月,2019年2月
s232032,1,2008年5月,2013年5月
s232032,1,2014年2月,2019年2月
s232094,1,2011年2月,2016年2月
s232609,1,2008年8月,2013年8月
s232609,1,2014年2月,2019年2月
s232957,1,2010年5月,2015年5月
s233411,1,2013年5月,2018年5月
s233552,1,2010年2月,2015年2月
s234017,1,2013年5月,2018年5月
s234247,1,2015年5月,2020年5月
s234403,1,2009年8月,2014年8月
s234403,1,2015年2月,2020年2月
s234478,1,2009年11月,2014年11月
s234478,1,2015年5月,2020年5月
s234648,1,2008年8月,2013年8月
s234648,1,2014年2月,2019年2月
s234724,1,2015年5月,2020年5月
s235128,1,2008年2月,2013年2月
s235128,1,2014年2月,2019年2月
s235136,1,2009年11月,2014年11月
s235136,1,2015年5月,2020年5月
s235252,1,2013年2月,2018年2月
s235300,1,2010年5月,2015年5月
s235339,1,2013年2月,2018年2月
s235361,1,2011年2月,2016年2月
s235432,1,2009年11月,2014年11月
s235497,1,2010年5月,2015年5月
s235564,1,2011年2月,2016年2月
s23559,1,2009年5月,2014年5月
s235607,1,2008年5月,2013年5月
s235607,1,2014年2月,2019年2月
s235615,1,2013年2月,2018年2月
s23571,1,2012年2月,2017年2月
s235864,1,2015年5月,2020年5月
s235935,1,2008年5月,2013年5月
s235935,1,2014年2月,2019年2月
s236240,1,2010年2月,2015年2月
s23703,1,2012年5月,2017年5月
s237152,1,2015年5月,2020年5月
s23719,1,2008年8月,2013年8月
s23719,1,2014年2月,2019年2月
s237260,1,2008年2月,2013年2月
s237260,1,2014年2月,2019年2月
s237357,1,2014年2月,2019年2月
s237399,1,2008年8月,2013年8月
s237399,1,2014年2月,2019年2月
s237875,1,2013年5月,2018年5月
s237915,1,2009年5月,2014年5月
s237915,1,2015年2月,2020年2月
s237916,1,2008年8月,2013年8月
s237916,1,2014年2月,2019年2月
s238071,1,2011年2月,2016年2月
s238176,1,2013年5月,2018年5月
s23819,1,2010年5月,2015年5月
s238190,1,2011年2月,2016年2月
s238522,1,2008年2月,2013年2月
s238522,1,2012年2月,2017年2月
s238716,1,2008年5月,2013年5月
s238716,1,2014年2月,2019年2月
s238754,1,2008年5月,2013年5月
s239033,1,2015年5月,2020年5月
s239112,1,2015年5月,2020年5月
s239244,1,2015年5月,2020年5月
s239291,1,2012年5月,2017年5月
s239506,1,2008年11月,2013年11月
s239815,1,2008年2月,2013年2月
s239869,1,2009年11月,2014年11月
s239869,1,2015年2月,2020年2月
s239909,1,2012年2月,2017年2月
s240596,1,2013年2月,2018年2月
s240673,1,2010年2月,2015年2月
s240718,1,2011年2月,2016年2月
s241048,1,2014年2月,2019年2月
s241146,1,2012年5月,2017年5月
s241237,1,2015年5月,2020年5月
s241338,1,2009年11月,2014年11月
s241338,1,2015年5月,2020年5月
s24147,1,2011年2月,2016年2月
s24162,1,2012年5月,2017年5月
s241980,1,2009年2月,2014年2月
s241980,1,2015年5月,2020年5月
s242140,1,2013年2月,2018年2月
s242233,1,2009年11月,2014年11月
s242233,1,2015年5月,2020年5月
s242386,1,2010年5月,2015年5月
s242422,1,2015年5月,2020年5月
s242500,1,2013年5月,2018年5月
s242617,1,2009年2月,2014年2月
s242617,1,2015年5月,2020年5月
s242651,1,2012年5月,2017年5月
s242678,1,2015年5月,2020年5月
s242802,1,2008年2月,2013年2月
s242802,1,2014年2月,2019年2月
s243107,1,2015年5月,2020年5月
s243217,1,2011年2月,2016年2月
s243428,1,2008年8月,2013年8月
s243428,1,2014年2月,2019年2月
s243731,1,2011年2月,2016年2月
s243808,1,2015年5月,2020年5月
s24385,1,2011年2月,2016年2月
s243854,1,2009年11月,2014年11月
s243864,1,2011年2月,2016年2月
s24396,1,2009年11月,2014年11月
s24396,1,2015年5月,2020年5月
s244077,1,2010年5月,2015年5月
s244077,1,2013年5月,2018年5月
s244083,1,2011年2月,2016年2月
s244293,1,2008年11月,2013年11月
s244306,1,2012年2月,2017年2月
s244521,1,2011年2月,2016年2月
s244771,1,2014年2月,2019年2月
s244849,1,2011年2月,2016年2月
s244862,1,2009年11月,2014年11月
s244862,1,2015年5月,2020年5月
s244871,1,2012年5月,2017年5月
s244889,1,2009年11月,2014年11月
s244969,1,2008年2月,2013年2月
s244969,1,2014年2月,2019年2月
s245027,1,2008年11月,2013年11月
s245027,1,2014年2月,2019年2月
s245095,1,2008年8月,2013年8月
s245099,1,2008年8月,2013年8月
s245099,1,2014年2月,2019年2月
s245211,1,2014年2月,2019年2月
s245263,1,2011年2月,2016年2月
s245270,1,2012年5月,2017年5月
s245507,1,2008年8月,2013年8月
s245507,1,2014年5月,2019年5月
s24573,1,2014年2月,2019年2月
s245924,1,2009年5月,2014年5月
s245924,1,2015年5月,2020年5月
s246165,1,2009年11月,2014年11月
s246165,1,2015年5月,2020年5月
s246628,1,2013年5月,2018年5月
s246716,1,2015年5月,2020年5月
s24708,1,2008年2月,2013年2月
s24708,1,2014年2月,2019年2月
s247145,1,2015年5月,2020年5月
s247167,1,2013年5月,2018年5月
s247341,1,2009年8月,2014年8月
s24752,1,2015年5月,2020年5月
s247581,1,2008年5月,2013年5月
s247728,1,2012年5月,2017年5月
s248091,1,2012年5月,2017年5月
s248167,1,2014年2月,2019年2月
s248535,1,2008年2月,2013年2月
s248535,1,2014年2月,2019年2月
s248635,1,2015年5月,2020年5月
s248978,1,2015年5月,2020年5月
s249096,1,2008年8月,2013年8月
s249096,1,2013年5月,2013年8月
s24912,1,2010年2月,2015年2月
s249304,1,2011年2月,2016年2月
s249445,1,2010年2月,2015年2月
s249555,1,2015年5月,2020年5月
s249564,1,2009年11月,2014年11月
s249564,1,2015年5月,2020年5月
s2496,1,2014年2月,2019年2月
s249833,1,2009年11月,2014年11月
s250118,1,2009年11月,2014年11月
s250354,1,2008年11月,2013年11月
s250465,1,2014年2月,2019年2月
s250487,1,2015年5月,2020年5月
s251004,1,2009年11月,2014年11月
s251004,1,2015年5月,2020年5月
s251096,1,2014年2月,2019年2月
s251258,1,2010年5月,2015年5月
s251577,1,2010年5月,2015年5月
s251577,1,2014年2月,2019年2月
s251696,1,2014年2月,2019年2月
s251978,1,2014年2月,2019年2月
s252206,1,2008年5月,2013年5月
s252206,1,2015年5月,2020年5月
s252223,1,2009年11月,2014年11月
s252223,1,2015年5月,2020年5月
s252225,1,2015年2月,2020年2月
s252245,1,2015年5月,2020年5月
s252350,1,2015年5月,2020年5月
s252392,1,2008年5月,2013年5月
s252534,1,2009年11月,2014年11月
s252640,1,2013年2月,2018年2月
s252965,1,2015年5月,2020年5月
s253171,1,2010年5月,2015年5月
s253236,1,2008年5月,2013年5月
s253236,1,2014年2月,2019年2月
s253391,1,2013年5月,2018年5月
s253405,1,2015年5月,2020年5月
s253461,1,2014年2月,2019年2月
s253494,1,2013年5月,2018年5月
s253563,1,2013年5月,2018年5月
s253657,1,2010年5月,2013年8月
s253657,1,2013年5月,2013年8月
s253705,1,2015年5月,2020年5月
s254107,1,2008年5月,2013年5月
s254107,1,2014年2月,2019年2月
s254706,1,2012年5月,2017年5月
s254853,1,2014年2月,2019年2月
s25486,1,2013年5月,2018年5月
s255422,1,2015年5月,2020年5月
s255566,1,2015年5月,2020年5月
s255807,1,2015年5月,2020年5月
s256069,1,2011年2月,2016年2月
s256134,1,2014年2月,2019年2月
s256225,1,2015年5月,2020年5月
s256260,1,2014年5月,2019年5月
s256260,1,2015年5月,2020年5月
s25637,1,2008年5月,2013年5月
s25637,1,2014年2月,2019年2月
s256373,1,2011年2月,2016年2月
s256659,1,2013年5月,2018年5月
s256679,1,2013年5月,2018年5月
s2571,1,2009年11月,2014年11月
s257143,1,2008年5月,2013年5月
s257143,1,2014年2月,2019年2月
s257375,1,2008年2月,2013年2月
s257375,1,2014年2月,2019年2月
s257681,1,2015年2月,2020年2月
s257821,1,2014年2月,2019年2月
s258080,1,2013年5月,2018年5月
s258290,1,2012年2月,2017年2月
s258349,1,2010年5月,2015年5月
s258382,1,2015年5月,2020年5月
s258570,1,2011年5月,2016年5月
s258762,1,2009年5月,2014年5月
s258789,1,2014年2月,2019年2月
s259622,1,2011年2月,2016年2月
s259732,1,2011年2月,2016年2月
s259794,1,2015年5月,2020年5月
s259879,1,2010年5月,2015年5月
s259941,1,2008年8月,2013年8月
s259941,1,2014年2月,2019年2月
s259994,1,2009年5月,2014年5月
s259994,1,2015年2月,2020年2月
s260016,1,2010年5月,2015年5月
s260276,1,2013年2月,2018年2月
s260387,1,2009年11月,2014年11月
s260387,1,2015年5月,2020年5月
s260504,1,2013年5月,2018年5月
s260582,1,2015年5月,2020年5月
s260659,1,2013年5月,2018年5月
s260691,1,2008年5月,2013年5月
s260691,1,2014年2月,2019年2月
s260727,1,2008年8月,2013年8月
s260727,1,2014年2月,2019年2月
s260871,1,2013年5月,2018年5月
s260875,1,2009年8月,2014年8月
s261046,1,2012年5月,2017年5月
s261074,1,2012年5月,2017年5月
s261647,1,2008年8月,2013年8月
s261655,1,2015年5月,2020年5月
s261697,1,2009年11月,2014年11月
s261697,1,2010年5月,2015年5月
s261836,1,2009年2月,2014年2月
s261836,1,2015年5月,2020年5月
s261843,1,2010年5月,2015年5月
s261981,1,2011年2月,2016年2月
s262670,1,2014年2月,2019年2月
s263050,1,2010年5月,2015年5月
s263139,1,2015年2月,2020年2月
s263537,1,2011年2月,2016年2月
s263847,1,2012年2月,2017年2月
s263915,1,2012年5月,2017年5月
s264086,1,2012年2月,2017年2月
s264482,1,2011年2月,2016年2月
