"EID","TYPECODE","LAWDATE","LAWAMOUNT"
"p118277","75300644","2014年02月","51600"
"p25186","87611417","2014年06月","25700"
"p104488","60201839","2012年12月","34100"
"p17188","82025156","2014年07月","12000"
"p164164","73091880","2013年09月","4000"
"p70786","110467676","2015年02月","140700"
"p84703","84022988","2014年07月","125100"
"p160184","98956958","2014年08月","8400"
"p112451","99518365","2015年01月","224800"
"p118376","104533698","2015年07月","10400"
"p1061","113275641","2015年07月","250300"
"p105871","109173427","2015年04月","400"
"p126272","104532009","2015年07月","9950300"
"p165504","103805227","2015年06月","300800"
"p8090","102264989","2015年05月","7400"
"p160616","98408851","2015年01月","11400"
"p71715","96254864","2015年01月","28000"
"p1527","106157957","2015年05月","5127000"
"p131677","104931436","2015年07月","6400"
"p105937","99650188","2015年02月","19800"
"p201440","100542970","2015年04月","129600"
"p123543","85147584","2014年01月","40000"
"p105871","108294814","2015年04月","400"
"p177489","102939852","2015年04月","1030100"
"p1527","71994203","2013年09月","6053500"
"p221779","103109539","2015年06月","19882900"
"p177489","60523320","2013年02月","21900"
"p59966","94738018","2013年03月","6900"
"p141166","87623836","2014年06月","6000"
"p201440","105633095","2015年08月","116400"
"p201440","105702718","2015年08月","449000"
"p105871","101030647","2015年04月","400"
"p194092","106030557","2015年06月","11908300"
"p143747","75442031","2014年01月","6900"
"p29613","104534986","2015年07月","29900"
"p118376","109569162","2015年07月","10300"
"p118376","104533676","2015年07月","10400"
"p88523","75037163","2014年01月","1746700"
"p96345","73916490","2014年01月","0"
"p30790","84129259","2014年01月","1400"
"p84703","88643298","2014年11月","137200"
"p71715","96253350","2015年01月","33800"
"p67798","101576080","2015年05月","7200"
"p90189","101569370","2015年05月","2700"
"p201440","98687685","2015年03月","27300"
"p105871","101030651","2015年04月","400"
"p83357","98517182","2015年03月","15400"
"p88523","67983233","2013年10月","102500"
"p110948","105205121","2015年07月","24600"
"p201440","103137521","2014年06月","696100"
"p163064","86479852","2014年05月","24100"
"p78555","67603309","2012年10月","23600"
"p134462","113260363","2014年09月","317400"
"p25367","71821882","2013年05月","68000"
"p118376","104533712","2015年07月","10700"
"p47973","104791924","2015年06月","1545200"
"p90189","110140646","2015年07月","2600"
"p201440","97314169","2015年02月","112300"
"p171347","79163011","2014年05月","59200"
"p201440","79954107","2014年04月","239800"
"p149530","71651385","2013年12月","570700"
"p110948","106240779","2015年08月","17100"
"p118376","104533722","2015年07月","10200"
"p173986","72262278","2013年03月","20200"
"p211948","85014204","2014年07月","29000"
"p6629","77962854","2014年03月","19700"
"p208631","87939406","2014年10月","227800"
"p133850","104861087","2015年04月","9800"
"p83357","87860383","2014年10月","12300"
"p227928","102176611","2015年02月","17300"
"p71715","96249805","2015年01月","14200"
"p200836","104535875","2015年07月","25158400"
"p26182","96582229","2015年02月","92000"
"p201440","99271428","2014年10月","5974900"
"p171041","78336602","2014年04月","33000"
"p111350","101590245","2015年05月","973800"
"p75638","96961719","2015年01月","9000"
"p82118","99925882","2015年01月","40000"
"p110948","106240785","2015年08月","35900"
"p1527","61458764","2013年04月","4093200"
"p149530","106592250","2015年08月","419400"
"p8090","97368435","2015年01月","6900"
"p126272","113246703","2015年07月","9950300"
"p129492","85156836","2013年12月","21500"
"p201440","99272605","2014年12月","431500"
"p30790","101001423","2015年04月","7700"
"p74414","94493127","2014年12月","57300"
"p117669","99513452","2015年01月","384800"
"p72836","69287720","2013年05月","5300"
"p25779","104500081","2015年07月","50500"
"p781","103108966","2015年06月","15200"
"p70786","113140799","2014年07月","73200"
"p30790","84129247","2014年01月","18300"
"p23627","79234858","2014年04月","99000"
"p8090","95886642","2015年01月","2000"
"p825","98949341","2015年02月","37400"
"p8090","95885980","2015年01月","4100"
"p13554","92080883","2014年01月","100000"
"p160578","81268885","2014年06月","2700"
"p160184","84977173","2014年08月","6400"
"p149530","103804438","2015年06月","256000"
"p7732","101581102","2015年05月","10078000"
"p118376","109566788","2015年06月","10400"
"p75638","69350675","2013年09月","13700"
"p145667","14013840","2015年07月","125500"
"p74414","106488321","2015年08月","281300"
"p127","106053818","2015年08月","0"
"p110948","106240827","2015年08月","17900"
"p115854","102996321","2015年04月","217000"
"p30790","81271938","2014年06月","8400"
"p15995","73286452","2013年09月","5700"
"p1527","103843126","2015年04月","24264400"
"p15765","103731914","2015年06月","3061600"
"p205850","90189157","2014年11月","0"
"p59966","94691583","2013年01月","407500"
"p71715","96226586","2015年01月","17700"
"p137539","75625502","2014年03月","207300"
"p100521","106130604","2015年08月","2428500"
"p194092","106599192","2015年03月","8519500"
"p848","106604988","2015年06月","6728600"
"p118376","109569200","2015年07月","10300"
"p194926","95412141","2015年01月","4700"
"p8090","95886645","2015年01月","8200"
"p30790","94555783","2014年10月","2400"
"p1527","94413263","2013年12月","774600"
"p105871","101030448","2015年04月","400"
"p138961","101890880","2015年05月","74300"
"p36828","104801653","2015年07月","4400000"
"p19669","105950130","2015年07月","1511800"
"p111350","113280181","2015年06月","20600"
"p169138","75444769","2014年02月","19100"
"p118376","104533714","2015年07月","10700"
"p85156","100189736","2015年01月","12700"
"p151445","83112432","2014年07月","24900"
"p104594","69604232","2013年11月","37900"
"p90136","87674619","2012年12月","26500"
"p38942","86565519","2014年08月","35700"
"p54937","86741403","2014年09月","151300"
"p1527","44135281","2012年12月","4561900"
"p1527","69240214","2013年09月","407300"
"p118376","104533721","2015年07月","10300"
"p47543","87616050","2014年06月","10300"
"p78323","69269901","2012年10月","692100"
"p134462","113231607","2014年10月","127800"
"p197341","85033561","2014年08月","45000"
"p100846","62209893","2013年06月","40100"
"p48721","81272892","2014年04月","25600"
"p1527","106622929","2013年08月","3864500"
"p201440","99271633","2014年10月","122100"
"p110948","106240797","2015年08月","19500"
"p28018","106050858","2015年08月","20600"
"p90189","98329926","2015年02月","2600"
"p25367","77846138","2014年03月","221800"
"p26973","105832080","2015年05月","27700"
"p20448","99091515","2015年03月","379800"
"p118376","104533706","2015年07月","10600"
"p167828","101839896","2015年04月","100000"
"p5309","106387484","2015年05月","8800"
"p8090","102265020","2015年05月","5200"
"p110948","107008078","2015年07月","17900"
"p110948","107010674","2015年08月","35900"
"p201440","113056186","2015年03月","333900"
"p105871","109140195","2015年04月","400"
"p18629","79481989","2014年05月","5684200"
"p1527","78294092","2014年04月","12961200"
"p114169","79458962","2014年04月","120000"
"p19996","69270550","2012年12月","8400"
"p58593","106037278","2015年06月","415600"
"p83342","95959136","2015年01月","488200"
"p158839","95408648","2014年12月","30000"
"p101315","91719686","2014年09月","0"
"p105871","101030699","2015年04月","400"
"p110948","106240789","2015年08月","36500"
"p13569","68499982","2013年07月","175100"
"p104594","69604229","2013年11月","43000"
"p124375","84031640","2014年07月","5100"
"p105871","101030675","2015年04月","400"
"p30790","101001408","2015年04月","8600"
"p53565","107734163","2015年01月","49900"
"p7732","101581099","2015年05月","9055200"
"p221779","105691596","2015年03月","10784600"
"p201440","101899140","2015年05月","89100"
"p10302","107749299","2015年04月","251000"
"p160184","84977170","2014年08月","6400"
"p201440","113061402","2015年06月","65700"
"p105871","108294777","2015年04月","400"
"p88523","67932727","2013年10月","61200"
"p131677","104931458","2015年07月","8000"
"p147319","108807726","2015年06月","45000"
"p105871","109159266","2015年04月","400"
"p30790","84129398","2014年01月","2600"
"p58593","104894146","2014年11月","342600"
"p105871","108294786","2015年04月","400"
"p54433","109293140","2014年12月","1013800"
"p14188","98099943","2015年02月","155600"
"p110948","110132062","2015年08月","6900"
"p23664","104540760","2015年07月","27700"
"p117739","100546646","2015年04月","60000"
"p177775","105700321","2015年08月","86700"
"p8090","95885947","2015年01月","7700"
"p1527","95409669","2013年12月","3349900"
"p160184","98956966","2014年08月","8400"
"p8090","95885858","2015年01月","10100"
"p205822","104804889","2015年07月","2525800"
"p131677","104931466","2015年07月","5600"
"p86198","103126905","2015年06月","394700"
"p80384","67443854","2013年09月","119600"
"p110948","106586344","2015年08月","9300"
"p15995","73164116","2013年05月","35000"
"p84703","77104194","2014年03月","74500"
"p105871","108294651","2015年04月","400"
"p105871","109140020","2015年04月","400"
"p175151","104855603","2015年06月","7100"
"p211673","106625681","2013年09月","119800"
"p74836","99516640","2015年03月","248900"
"p105871","101030689","2015年04月","400"
"p86413","104502252","2015年07月","39660000"
"p76686","82496217","2014年07月","55900"
"p195857","70985594","2013年12月","17400"
"p144238","72483049","2013年01月","40500"
"p110948","106240791","2015年08月","20600"
"p53965","78169720","2013年01月","7154400"
"p8090","97368267","2015年01月","3700"
"p194092","85320508","2014年08月","8274500"
"p1527","90018158","2014年11月","994700"
"p216595","69603828","2013年06月","500000"
"p195857","76221182","2014年03月","1900"
"p816","103803941","2015年06月","50322100"
"p105871","101030470","2015年04月","400"
"p1527","75662732","2014年03月","306500"
"p118376","109569488","2015年07月","10400"
"p160637","107693177","2015年08月","0"
"p105871","101030437","2015年04月","400"
"p1527","100531934","2015年04月","895900"
"p67010","102978371","2013年10月","3400"
"p201440","107732885","2015年08月","449000"
"p8104","86670303","2014年01月","1"
"p29205","94884264","2014年02月","470200"
"p110560","85814403","2014年08月","16500"
"p131677","14100667","2015年07月","5600"
"p84703","88645231","2014年10月","98300"
"p54680","88785934","2014年10月","60900"
"p34001","102429861","2015年04月","2769200"
"p151445","77721621","2013年04月","40900"
"p118376","109569111","2015年07月","10400"
"p105871","101030649","2015年04月","400"
"p160616","110152064","2015年06月","22400"
"p8090","97368456","2015年01月","1800"
"p201440","105441925","2015年04月","4889300"
"p129728","78278970","2014年01月","47900"
"p31465","72185174","2013年06月","11900"
"p15995","73320866","2013年12月","9500"
"p201440","96655204","2015年01月","219900"
"p205432","72805656","2014年01月","18900"
"p61118","110122995","2015年04月","1"
"p8090","97368356","2015年01月","7500"
"p67573","72139201","2013年12月","45300"
"p122355","92211098","2014年01月","2410200"
"p178292","94692672","2014年09月","16000"
"p82443","104653164","2015年06月","0"
"p52","113213549","2015年04月","31200"
"p4176","101676727","2015年01月","131100"
"p15995","73162596","2013年03月","21500"
"p117405","85013455","2014年07月","5500"
"p69915","68923968","2013年01月","34700"
"p155025","94478990","2014年03月","548800"
"p133850","100536146","2015年04月","9800"
"p6699","81182240","2014年06月","16053600"
"p39418","101823818","2015年05月","40900"
"p78323","69269905","2012年10月","105400"
"p41803","43991360","2012年11月","60000"
"p82443","100560666","2015年04月","0"
"p211524","100188279","2015年04月","252100"
"p8090","95885975","2015年01月","5600"
"p173986","106992395","2015年06月","478900"
"p69335","99319567","2015年03月","14200"
"p201440","99271957","2014年11月","490400"
"p1527","110137671","2015年04月","4520900"
"p82443","107299503","2015年06月","0"
"p110948","106240835","2015年08月","6900"
"p208631","44375453","2012年12月","250000"
"p136718","81922384","2014年06月","42900"
"p1527","85239165","2014年08月","24000"
"p1527","107694217","2015年04月","2765400"
"p118376","109569099","2015年07月","10800"
"p110948","106240819","2015年08月","22900"
"p104594","76260152","2014年03月","82100"
"p192530","77721001","2013年01月","13100"
